mine_id,mine_name,date,produced_t,dispatched_t
5,Sijua OCP,2026-07-23,3632.04,3390.2
5,Sijua OCP,2026-07-24,4031.07,3702.37
5,Sijua OCP,2026-07-25,4763.96,4406.76
5,Sijua OCP,2026-07-26,4634.52,4270.0
5,Sijua OCP,2026-07-27,4537.52,4051.8
5,Sijua OCP,2026-07-28,3980.45,3760.16
5,Sijua OCP,2026-07-29,4400.64,4101.01
5,Sijua OCP,2026-07-30,4266.11,3990.97
5,Sijua OCP,2026-07-31,4021.12,3559.05
5,Sijua OCP,2026-08-01,3870.04,3501.4
5,Sijua OCP,2026-08-02,4357.27,4215.17
5,Sijua OCP,2026-08-03,3950.77,3717.03
5,Sijua OCP,2026-08-04,4369.38,4106.08
5,Sijua OCP,2026-08-05,4174.32,4020.09
5,Sijua OCP,2026-08-06,4897.77,4590.65
5,Sijua OCP,2026-08-07,4349.7,4103.76
5,Sijua OCP,2026-08-08,4004.21,3512.94
5,Sijua OCP,2026-08-09,3624.98,3297.12
5,Sijua OCP,2026-08-10,3836.55,3577.05
5,Sijua OCP,2026-08-11,4008.57,3807.17
5,Sijua OCP,2026-08-12,4210.63,4167.44
5,Sijua OCP,2026-08-13,4105.35,3814.38
5,Sijua OCP,2026-08-14,3792.22,3340.9
5,Sijua OCP,2026-08-15,4021.66,3745.41
5,Sijua OCP,2026-08-16,4022.33,3730.49
5,Sijua OCP,2026-08-17,4592.44,4045.14
5,Sijua OCP,2026-08-18,4423.69,4014.89
5,Sijua OCP,2026-08-19,4714.93,4390.04
5,Sijua OCP,2026-08-20,4671.08,4291.84
5,Sijua OCP,2026-08-21,4243.2,3908.16
5,Sijua OCP,2026-08-22,3653.57,3324.36
5,Sijua OCP,2026-08-23,3736.88,3599.4
5,Sijua OCP,2026-08-24,4257.86,4069.27
5,Sijua OCP,2026-08-25,4197.87,3884.02
5,Sijua OCP,2026-08-26,4254.91,4045.33
5,Sijua OCP,2026-08-27,4469.6,4178.53
5,Sijua OCP,2026-08-28,4332.32,4151.97
5,Sijua OCP,2026-08-29,4146.5,3736.77
5,Sijua OCP,2026-08-30,4491.05,4270.78
5,Sijua OCP,2026-08-31,4036.33,3835.2
5,Sijua OCP,2026-09-01,4003.08,3842.98
5,Sijua OCP,2026-09-02,4158.55,3795.23
5,Sijua OCP,2026-09-03,3964.48,3673.54
5,Sijua OCP,2026-09-04,4133.85,3728.34
5,Sijua OCP,2026-09-05,4016.52,3774.04
5,Sijua OCP,2026-09-06,3946.19,3759.94
5,Sijua OCP,2026-09-07,4358.76,4072.27
5,Sijua OCP,2026-09-08,4216.44,3788.98
5,Sijua OCP,2026-09-09,4599.62,4464.25
5,Sijua OCP,2026-09-10,4394.35,4071.79
5,Sijua OCP,2026-09-11,4061.52,3728.75
5,Sijua OCP,2026-09-12,3682.09,3235.82
5,Sijua OCP,2026-09-13,4354.48,4141.0
5,Sijua OCP,2026-09-14,4024.38,3894.69
5,Sijua OCP,2026-09-15,4105.81,3854.09
5,Sijua OCP,2026-09-16,3802.47,3424.8
5,Sijua OCP,2026-09-17,4583.04,4285.78
5,Sijua OCP,2026-09-18,4108.31,3764.81
5,Sijua OCP,2026-09-19,4194.11,4002.33
5,Sijua OCP,2026-09-20,4004.2,3733.84
5,Sijua OCP,2026-09-21,4274.46,3973.52
6,Barora OCP,2026-06-01,4263.11,4115.59
6,Barora OCP,2026-06-02,4399.57,4099.22
6,Barora OCP,2026-06-03,4965.81,4704.58
6,Barora OCP,2026-06-04,4297.04,3714.12
6,Barora OCP,2026-06-05,4258.23,3964.99
6,Barora OCP,2026-06-06,3903.92,3451.1
6,Barora OCP,2026-06-07,3852.27,3509.56
6,Barora OCP,2026-06-08,4057.93,3776.87
6,Barora OCP,2026-06-09,3772.82,3338.51
6,Barora OCP,2026-06-10,4116.66,3938.17
6,Barora OCP,2026-06-11,4575.81,4326.22
6,Barora OCP,2026-06-12,4300.38,3916.24
6,Barora OCP,2026-06-13,4342.21,4261.87
6,Barora OCP,2026-06-14,4408.61,4118.67
6,Barora OCP,2026-06-15,4101.29,3812.2
6,Barora OCP,2026-06-16,3716.99,3397.77
6,Barora OCP,2026-06-17,3790.68,3519.27
6,Barora OCP,2026-06-18,4246.88,3839.48
6,Barora OCP,2026-06-19,3954.12,3508.96
6,Barora OCP,2026-06-20,4484.06,4227.0
6,Barora OCP,2026-06-21,3867.38,3711.76
6,Barora OCP,2026-06-22,4281.53,4055.25
6,Barora OCP,2026-06-23,4559.81,4327.76
6,Barora OCP,2026-06-24,3929.8,3606.44
6,Barora OCP,2026-06-25,3994.19,3693.33
6,Barora OCP,2026-06-26,4495.8,4184.07
6,Barora OCP,2026-06-27,4236.29,3915.77
6,Barora OCP,2026-06-28,3692.07,3352.89
6,Barora OCP,2026-06-29,4247.98,3858.69
6,Barora OCP,2026-06-30,4381.74,4101.94
6,Barora OCP,2026-07-01,4509.72,4238.98
6,Barora OCP,2026-07-02,4274.15,4005.26
6,Barora OCP,2026-07-03,4338.53,4076.18
6,Barora OCP,2026-07-04,4694.27,4192.53
6,Barora OCP,2026-07-05,4462.18,4008.05
6,Barora OCP,2026-07-06,3738.24,3580.37
6,Barora OCP,2026-07-07,4103.53,3799.41
6,Barora OCP,2026-07-08,4140.54,4004.75
6,Barora OCP,2026-07-09,4545.48,4030.06
6,Barora OCP,2026-07-10,4584.3,4175.74
6,Barora OCP,2026-07-11,4267.84,4052.14
6,Barora OCP,2026-07-12,4221.76,3711.2
6,Barora OCP,2026-07-13,4094.4,3839.9
6,Barora OCP,2026-07-14,4532.19,4114.82
6,Barora OCP,2026-07-15,3945.63,3671.78
6,Barora OCP,2026-07-16,4049.43,3742.46
6,Barora OCP,2026-07-17,4531.11,4311.51
6,Barora OCP,2026-07-18,4526.9,4216.73
6,Barora OCP,2026-07-19,4897.86,4565.97
6,Barora OCP,2026-07-20,4170.92,3813.45
6,Barora OCP,2026-07-21,4098.86,3978.38
6,Barora OCP,2026-07-22,4127.84,3853.47
6,Barora OCP,2026-07-23,3722.3,3429.61
6,Barora OCP,2026-07-24,3579.87,3314.64
6,Barora OCP,2026-07-25,4273.08,3963.38
6,Barora OCP,2026-07-26,4076.68,3785.23
6,Barora OCP,2026-07-27,3964.78,3663.7
6,Barora OCP,2026-07-28,4217.43,4007.45
6,Barora OCP,2026-07-29,4280.31,3954.16
6,Barora OCP,2026-07-30,4150.14,3608.03
6,Barora OCP,2026-07-31,4157.79,3885.71
6,Barora OCP,2026-08-01,4073.28,3870.38
6,Barora OCP,2026-08-02,4405.77,4174.39
6,Barora OCP,2026-08-03,4029.62,3783.44
6,Barora OCP,2026-08-04,3904.52,3779.63
6,Barora OCP,2026-08-05,4061.12,3673.78
6,Barora OCP,2026-08-06,4259.09,3803.04
6,Barora OCP,2026-08-07,4425.29,4072.89
6,Barora OCP,2026-08-08,4764.79,4474.51
6,Barora OCP,2026-08-09,4218.92,3920.07
6,Barora OCP,2026-08-10,4663.14,4362.88
6,Barora OCP,2026-08-11,4005.52,3646.75
6,Barora OCP,2026-08-12,3955.12,3601.77
6,Barora OCP,2026-08-13,4324.15,4043.09
6,Barora OCP,2026-08-14,4369.74,4218.52
6,Barora OCP,2026-08-15,4248.89,3995.17
6,Barora OCP,2026-08-16,5058.68,4743.1
6,Barora OCP,2026-08-17,4021.08,3858.91
6,Barora OCP,2026-08-18,4591.62,4326.63
6,Barora OCP,2026-08-19,3962.59,3628.96
6,Barora OCP,2026-08-20,4394.92,4031.52
6,Barora OCP,2026-08-21,4205.93,3890.01
6,Barora OCP,2026-08-22,4269.61,3935.97
6,Barora OCP,2026-08-23,4327.47,3918.02
6,Barora OCP,2026-08-24,4216.92,3998.6
6,Barora OCP,2026-08-25,4156.71,3781.33
6,Barora OCP,2026-08-26,3664.04,3542.12
6,Barora OCP,2026-08-27,4475.48,4023.47
6,Barora OCP,2026-08-28,3820.44,3510.39
6,Barora OCP,2026-08-29,4080.14,3806.22
6,Barora OCP,2026-08-30,4291.66,4120.95
6,Barora OCP,2026-08-31,3867.83,3597.96
6,Barora OCP,2026-09-01,4156.39,3968.98
6,Barora OCP,2026-09-02,4436.89,4178.65
6,Barora OCP,2026-09-03,4073.45,3745.19
6,Barora OCP,2026-09-04,4161.33,3777.58
6,Barora OCP,2026-09-05,3919.97,3759.71
6,Barora OCP,2026-09-06,4107.06,3801.04
6,Barora OCP,2026-09-07,3827.77,3666.55
6,Barora OCP,2026-09-08,4254.69,4030.47
6,Barora OCP,2026-09-09,3764.25,3367.71
6,Barora OCP,2026-09-10,4010.46,3595.48
6,Barora OCP,2026-09-11,4208.54,3879.07
6,Barora OCP,2026-09-12,4136.55,4102.07
6,Barora OCP,2026-09-13,3858.96,3571.53
6,Barora OCP,2026-09-14,4309.42,4188.39
6,Barora OCP,2026-09-15,4183.92,3996.15
6,Barora OCP,2026-09-16,4270.39,3972.33
6,Barora OCP,2026-09-17,4423.05,4016.37
6,Barora OCP,2026-09-18,4337.7,3951.66
6,Barora OCP,2026-09-19,4094.9,3512.59
6,Barora OCP,2026-09-20,3834.35,3587.13
6,Barora OCP,2026-09-21,4470.41,4095.14
7,Govindpur OCP,2026-06-01,4346.22,3978.68
7,Govindpur OCP,2026-06-02,3574.93,3116.0
7,Govindpur OCP,2026-06-03,4138.83,3714.24
7,Govindpur OCP,2026-06-04,3589.94,3264.29
7,Govindpur OCP,2026-06-05,4030.95,3673.74
7,Govindpur OCP,2026-06-06,4295.12,3958.52
7,Govindpur OCP,2026-06-07,3882.32,3588.01
7,Govindpur OCP,2026-06-08,4145.95,3796.42
7,Govindpur OCP,2026-06-09,4496.79,4181.74
7,Govindpur OCP,2026-06-10,3817.15,3506.39
7,Govindpur OCP,2026-06-11,4983.32,4518.72
7,Govindpur OCP,2026-06-12,3307.68,3001.35
7,Govindpur OCP,2026-06-13,4479.64,4197.87
7,Govindpur OCP,2026-06-14,4061.97,3788.67
7,Govindpur OCP,2026-06-15,4365.66,4180.5
7,Govindpur OCP,2026-06-16,4556.61,4262.21
7,Govindpur OCP,2026-06-17,3919.49,3507.06
7,Govindpur OCP,2026-06-18,3736.46,3491.98
7,Govindpur OCP,2026-06-19,4028.5,3514.1
7,Govindpur OCP,2026-06-20,3994.49,3909.99
7,Govindpur OCP,2026-06-21,4025.46,3679.9
7,Govindpur OCP,2026-06-22,4435.23,3907.57
7,Govindpur OCP,2026-06-23,4622.07,4303.28
7,Govindpur OCP,2026-06-24,3932.58,3470.17
7,Govindpur OCP,2026-06-25,4089.43,3855.25
7,Govindpur OCP,2026-06-26,4074.88,3900.11
7,Govindpur OCP,2026-06-27,4060.49,3783.8
7,Govindpur OCP,2026-06-28,4419.2,4158.01
7,Govindpur OCP,2026-06-29,3819.76,3680.14
7,Govindpur OCP,2026-06-30,4262.87,3955.61
7,Govindpur OCP,2026-07-01,4033.71,3780.45
7,Govindpur OCP,2026-07-02,4316.55,3877.49
7,Govindpur OCP,2026-07-03,3965.96,3657.07
7,Govindpur OCP,2026-07-04,4487.48,4265.09
7,Govindpur OCP,2026-07-05,4195.31,3899.11
7,Govindpur OCP,2026-07-06,3806.61,3489.76
7,Govindpur OCP,2026-07-07,4209.46,3853.95
7,Govindpur OCP,2026-07-08,3843.93,3542.94
7,Govindpur OCP,2026-07-09,4614.52,4106.77
7,Govindpur OCP,2026-07-10,4584.04,4401.75
7,Govindpur OCP,2026-07-11,4335.32,4083.63
7,Govindpur OCP,2026-07-12,4285.17,4062.39
7,Govindpur OCP,2026-07-13,3685.96,3420.41
7,Govindpur OCP,2026-07-14,4416.78,4087.98
7,Govindpur OCP,2026-07-15,4320.88,3999.25
7,Govindpur OCP,2026-07-16,4321.36,3968.41
7,Govindpur OCP,2026-07-17,4117.6,3809.31
7,Govindpur OCP,2026-07-18,4722.98,4408.77
7,Govindpur OCP,2026-07-19,4212.77,3902.48
7,Govindpur OCP,2026-07-20,4134.63,3878.16
7,Govindpur OCP,2026-07-21,4262.6,4013.18
7,Govindpur OCP,2026-07-22,4156.35,3935.4
7,Govindpur OCP,2026-07-23,4232.4,3873.98
7,Govindpur OCP,2026-07-24,4136.43,4037.26
7,Govindpur OCP,2026-07-25,4377.11,4065.09
7,Govindpur OCP,2026-07-26,3902.03,3524.7
7,Govindpur OCP,2026-07-27,3780.47,3375.93
7,Govindpur OCP,2026-07-28,4182.79,4109.68
7,Govindpur OCP,2026-07-29,4253.5,3994.12
7,Govindpur OCP,2026-07-30,4032.95,3806.72
7,Govindpur OCP,2026-07-31,4161.84,3910.35
7,Govindpur OCP,2026-08-01,3642.99,3215.79
7,Govindpur OCP,2026-08-02,4126.69,3899.89
7,Govindpur OCP,2026-08-03,3861.47,3484.4
7,Govindpur OCP,2026-08-04,3810.47,3497.07
7,Govindpur OCP,2026-08-05,4024.91,3777.45
7,Govindpur OCP,2026-08-06,3868.93,3630.96
7,Govindpur OCP,2026-08-07,4202.64,3879.11
7,Govindpur OCP,2026-08-08,3964.32,3673.42
7,Govindpur OCP,2026-08-09,4466.54,4332.8
7,Govindpur OCP,2026-08-10,4198.12,3993.2
7,Govindpur OCP,2026-08-11,3884.19,3558.09
7,Govindpur OCP,2026-08-12,4036.42,3858.1
7,Govindpur OCP,2026-08-13,4597.28,4205.28
7,Govindpur OCP,2026-08-14,3620.31,3467.75
7,Govindpur OCP,2026-08-15,4378.04,4106.52
7,Govindpur OCP,2026-08-16,4650.17,4288.54
7,Govindpur OCP,2026-08-17,4289.84,4092.03
7,Govindpur OCP,2026-08-18,4347.43,4175.01
7,Govindpur OCP,2026-08-19,4591.57,4249.36
7,Govindpur OCP,2026-08-20,3952.55,3572.08
7,Govindpur OCP,2026-08-21,4872.46,4594.22
7,Govindpur OCP,2026-08-22,4365.12,4108.31
7,Govindpur OCP,2026-08-23,4225.61,4076.33
7,Govindpur OCP,2026-08-24,4199.84,3895.48
7,Govindpur OCP,2026-08-25,4739.7,4619.2
7,Govindpur OCP,2026-08-26,4115.73,3686.92
7,Govindpur OCP,2026-08-27,4127.47,3844.6
7,Govindpur OCP,2026-08-28,3950.02,3743.28
7,Govindpur OCP,2026-08-29,3652.24,3415.17
7,Govindpur OCP,2026-08-30,3903.19,3591.39
7,Govindpur OCP,2026-08-31,3963.7,3711.66
7,Govindpur OCP,2026-09-01,4064.34,3769.15
7,Govindpur OCP,2026-09-02,4041.44,3847.62
7,Govindpur OCP,2026-09-03,4225.73,3818.98
7,Govindpur OCP,2026-09-04,4238.54,3999.52
7,Govindpur OCP,2026-09-05,4163.06,4068.12
7,Govindpur OCP,2026-09-06,4158.18,3898.21
7,Govindpur OCP,2026-09-07,3919.96,3695.17
7,Govindpur OCP,2026-09-08,4076.93,3677.68
7,Govindpur OCP,2026-09-09,4527.62,4320.43
7,Govindpur OCP,2026-09-10,4044.58,3793.84
7,Govindpur OCP,2026-09-11,4442.86,4128.31
7,Govindpur OCP,2026-09-12,4227.84,3874.21
7,Govindpur OCP,2026-09-13,4021.08,3584.69
7,Govindpur OCP,2026-09-14,4199.48,3985.07
7,Govindpur OCP,2026-09-15,4131.11,3707.92
7,Govindpur OCP,2026-09-16,4072.46,3677.5
7,Govindpur OCP,2026-09-17,4012.4,3788.96
7,Govindpur OCP,2026-09-18,4397.88,4185.28
7,Govindpur OCP,2026-09-19,4446.76,4111.6
7,Govindpur OCP,2026-09-20,3937.92,3645.07
7,Govindpur OCP,2026-09-21,4035.37,3700.47
8,Block-II OCP,2026-06-01,4766.34,4503.41
8,Block-II OCP,2026-06-02,4360.13,4057.69
8,Block-II OCP,2026-06-03,4207.22,3923.74
8,Block-II OCP,2026-06-04,3942.77,3609.26
8,Block-II OCP,2026-06-05,4113.38,3903.86
8,Block-II OCP,2026-06-06,4504.25,4194.35
8,Block-II OCP,2026-06-07,4131.57,3697.56
8,Block-II OCP,2026-06-08,3649.18,3221.89
8,Block-II OCP,2026-06-09,3935.94,3614.79
8,Block-II OCP,2026-06-10,4023.58,3815.88
8,Block-II OCP,2026-06-11,4594.17,4108.54
8,Block-II OCP,2026-06-12,4133.63,3800.08
8,Block-II OCP,2026-06-13,4217.1,3744.05
8,Block-II OCP,2026-06-14,3566.05,3228.34
8,Block-II OCP,2026-06-15,3981.86,3917.46
8,Block-II OCP,2026-06-16,4091.84,3607.04
8,Block-II OCP,2026-06-17,4003.19,3624.11
8,Block-II OCP,2026-06-18,4559.6,4260.87
8,Block-II OCP,2026-06-19,4236.14,4107.77
8,Block-II OCP,2026-06-20,3985.15,3594.45
8,Block-II OCP,2026-06-21,4218.2,3881.47
8,Block-II OCP,2026-06-22,4239.95,3720.75
8,Block-II OCP,2026-06-23,4070.84,3610.3
8,Block-II OCP,2026-06-24,4240.05,3770.63
8,Block-II OCP,2026-06-25,3832.51,3514.04
8,Block-II OCP,2026-06-26,4081.89,3767.95
8,Block-II OCP,2026-06-27,4566.71,4228.83
8,Block-II OCP,2026-06-28,4566.11,4333.14
8,Block-II OCP,2026-06-29,3953.15,3651.54
8,Block-II OCP,2026-06-30,4188.4,3906.99
8,Block-II OCP,2026-07-01,3912.41,3492.55
8,Block-II OCP,2026-07-02,4091.15,3648.54
8,Block-II OCP,2026-07-03,4203.82,3838.98
8,Block-II OCP,2026-07-04,4367.31,4149.74
8,Block-II OCP,2026-07-05,4310.16,3817.33
8,Block-II OCP,2026-07-06,4275.48,3885.36
8,Block-II OCP,2026-07-07,4407.98,4077.28
8,Block-II OCP,2026-07-08,4255.94,3901.21
8,Block-II OCP,2026-07-09,4428.98,4264.2
8,Block-II OCP,2026-07-10,4274.19,3992.6
8,Block-II OCP,2026-07-11,4082.54,3652.95
8,Block-II OCP,2026-07-12,3980.06,3819.53
8,Block-II OCP,2026-07-13,4438.71,4280.75
8,Block-II OCP,2026-07-14,3621.62,3230.79
8,Block-II OCP,2026-07-15,4247.62,3900.34
8,Block-II OCP,2026-07-16,4067.27,3905.71
8,Block-II OCP,2026-07-17,3844.26,3571.48
8,Block-II OCP,2026-07-18,3818.28,3487.57
8,Block-II OCP,2026-07-19,4061.26,3742.76
8,Block-II OCP,2026-07-20,4246.54,3907.86
8,Block-II OCP,2026-07-21,4349.84,4084.23
8,Block-II OCP,2026-07-22,4255.19,3931.59
8,Block-II OCP,2026-07-23,3471.33,3106.68
8,Block-II OCP,2026-07-24,4244.98,3888.58
8,Block-II OCP,2026-07-25,3813.95,3545.52
8,Block-II OCP,2026-07-26,3872.54,3498.08
8,Block-II OCP,2026-07-27,3778.47,3571.33
8,Block-II OCP,2026-07-28,4360.29,4123.23
8,Block-II OCP,2026-07-29,3921.48,3530.81
8,Block-II OCP,2026-07-30,4484.31,4112.11
8,Block-II OCP,2026-07-31,4454.61,4177.77
8,Block-II OCP,2026-08-01,4138.62,3903.43
8,Block-II OCP,2026-08-02,4250.32,4003.11
8,Block-II OCP,2026-08-03,4070.08,3710.09
8,Block-II OCP,2026-08-04,4555.36,4215.54
8,Block-II OCP,2026-08-05,4738.29,4508.85
8,Block-II OCP,2026-08-06,3648.61,3277.14
8,Block-II OCP,2026-08-07,3968.45,3695.82
8,Block-II OCP,2026-08-08,3669.06,3458.98
8,Block-II OCP,2026-08-09,3749.33,3492.76
8,Block-II OCP,2026-08-10,4081.63,3772.64
8,Block-II OCP,2026-08-11,4571.92,4204.23
8,Block-II OCP,2026-08-12,3713.35,3352.55
8,Block-II OCP,2026-08-13,4233.53,3943.31
8,Block-II OCP,2026-08-14,4193.19,3872.73
8,Block-II OCP,2026-08-15,3992.43,3710.67
8,Block-II OCP,2026-08-16,4555.18,4325.57
8,Block-II OCP,2026-08-17,3891.03,3597.2
8,Block-II OCP,2026-08-18,3860.83,3733.11
8,Block-II OCP,2026-08-19,4096.66,3651.8
8,Block-II OCP,2026-08-20,4188.42,3870.56
8,Block-II OCP,2026-08-21,3560.96,3217.14
8,Block-II OCP,2026-08-22,4228.01,3994.5
8,Block-II OCP,2026-08-23,4254.02,3937.0
8,Block-II OCP,2026-08-24,3882.15,3548.97
8,Block-II OCP,2026-08-25,4559.14,4281.93
8,Block-II OCP,2026-08-26,3939.72,3657.48
8,Block-II OCP,2026-08-27,4456.38,4279.02
8,Block-II OCP,2026-08-28,4373.57,4141.37
8,Block-II OCP,2026-08-29,4272.62,4029.05
8,Block-II OCP,2026-08-30,4029.89,3577.59
8,Block-II OCP,2026-08-31,3777.27,3428.74
8,Block-II OCP,2026-09-01,4719.4,4350.85
8,Block-II OCP,2026-09-02,3800.67,3628.83
8,Block-II OCP,2026-09-03,3974.51,3658.72
8,Block-II OCP,2026-09-04,4267.78,4094.95
8,Block-II OCP,2026-09-05,3938.17,3719.32
8,Block-II OCP,2026-09-06,4145.78,3647.31
8,Block-II OCP,2026-09-07,3920.04,3717.74
8,Block-II OCP,2026-09-08,3860.06,3496.5
8,Block-II OCP,2026-09-09,4187.6,3977.22
8,Block-II OCP,2026-09-10,4091.16,3870.31
8,Block-II OCP,2026-09-11,4288.77,3720.33
8,Block-II OCP,2026-09-12,4365.26,4074.56
8,Block-II OCP,2026-09-13,4000.51,3834.85
8,Block-II OCP,2026-09-14,4420.11,4052.17
8,Block-II OCP,2026-09-15,4060.17,3638.84
8,Block-II OCP,2026-09-16,4206.33,3828.86
8,Block-II OCP,2026-09-17,4288.86,4006.57
8,Block-II OCP,2026-09-18,3913.53,3628.09
8,Block-II OCP,2026-09-19,4452.62,4203.43
8,Block-II OCP,2026-09-20,4331.92,4140.2
8,Block-II OCP,2026-09-21,4434.02,4102.72
9,Muraidih OCP,2026-06-01,3839.37,3561.77
9,Muraidih OCP,2026-06-02,4479.43,4305.34
9,Muraidih OCP,2026-06-03,3878.71,3585.66
9,Muraidih OCP,2026-06-04,4840.0,4607.26
9,Muraidih OCP,2026-06-05,4348.58,4022.57
9,Muraidih OCP,2026-06-06,4023.14,3707.03
9,Muraidih OCP,2026-06-07,4065.65,3801.43
9,Muraidih OCP,2026-06-08,3701.62,3404.06
9,Muraidih OCP,2026-06-09,4469.73,4163.99
9,Muraidih OCP,2026-06-10,4527.15,4169.12
9,Muraidih OCP,2026-06-11,4182.14,3944.93
9,Muraidih OCP,2026-06-12,4054.12,3901.17
9,Muraidih OCP,2026-06-13,4119.88,3805.28
9,Muraidih OCP,2026-06-14,4714.63,4361.79
9,Muraidih OCP,2026-06-15,3940.54,3784.48
9,Muraidih OCP,2026-06-16,4138.03,3756.86
9,Muraidih OCP,2026-06-17,4133.82,3779.62
9,Muraidih OCP,2026-06-18,4145.66,3773.96
9,Muraidih OCP,2026-06-19,3720.82,3260.4
9,Muraidih OCP,2026-06-20,3866.25,3486.88
9,Muraidih OCP,2026-06-21,4118.34,3829.93
9,Muraidih OCP,2026-06-22,4127.67,3802.11
9,Muraidih OCP,2026-06-23,4337.26,3931.42
9,Muraidih OCP,2026-06-24,4622.38,4289.2
9,Muraidih OCP,2026-06-25,4714.1,4404.81
9,Muraidih OCP,2026-06-26,4523.23,4180.36
9,Muraidih OCP,2026-06-27,4035.24,3717.12
9,Muraidih OCP,2026-06-28,4350.95,4054.17
9,Muraidih OCP,2026-06-29,4323.86,3937.32
9,Muraidih OCP,2026-06-30,4192.99,4187.38
9,Muraidih OCP,2026-07-01,4703.48,4433.24
9,Muraidih OCP,2026-07-02,3953.02,3765.43
9,Muraidih OCP,2026-07-03,4099.07,3855.34
9,Muraidih OCP,2026-07-04,3978.9,3747.11
9,Muraidih OCP,2026-07-05,4358.92,3855.89
9,Muraidih OCP,2026-07-06,4446.17,4033.91
9,Muraidih OCP,2026-07-07,4086.78,3776.31
9,Muraidih OCP,2026-07-08,4327.94,4093.9
9,Muraidih OCP,2026-07-09,4072.28,3686.83
9,Muraidih OCP,2026-07-10,4527.09,4220.35
9,Muraidih OCP,2026-07-11,3841.45,3571.01
9,Muraidih OCP,2026-07-12,3767.6,3460.08
9,Muraidih OCP,2026-07-13,4276.62,4003.69
9,Muraidih OCP,2026-07-14,4272.51,3930.82
9,Muraidih OCP,2026-07-15,4277.06,4097.21
9,Muraidih OCP,2026-07-16,4124.02,3783.04
9,Muraidih OCP,2026-07-17,4673.61,4400.81
9,Muraidih OCP,2026-07-18,4365.25,3977.44
9,Muraidih OCP,2026-07-19,4141.01,3726.17
9,Muraidih OCP,2026-07-20,4560.65,4122.61
9,Muraidih OCP,2026-07-21,4337.53,3801.52
9,Muraidih OCP,2026-07-22,4015.42,3503.01
9,Muraidih OCP,2026-07-23,4430.49,3996.45
9,Muraidih OCP,2026-07-24,4103.99,3719.54
9,Muraidih OCP,2026-07-25,4628.09,4436.83
9,Muraidih OCP,2026-07-26,4151.0,4065.13
9,Muraidih OCP,2026-07-27,4146.5,3928.1
9,Muraidih OCP,2026-07-28,4134.67,3542.31
9,Muraidih OCP,2026-07-29,4715.34,4559.29
9,Muraidih OCP,2026-07-30,4366.72,3986.83
9,Muraidih OCP,2026-07-31,4098.63,3780.8
9,Muraidih OCP,2026-08-01,4282.79,4117.46
9,Muraidih OCP,2026-08-02,3890.6,3573.37
9,Muraidih OCP,2026-08-03,4229.82,4000.68
9,Muraidih OCP,2026-08-04,3961.69,3670.67
9,Muraidih OCP,2026-08-05,4465.85,4173.49
9,Muraidih OCP,2026-08-06,4686.82,4456.4
9,Muraidih OCP,2026-08-07,4257.93,3993.36
9,Muraidih OCP,2026-08-08,4376.39,4154.55
9,Muraidih OCP,2026-08-09,4778.22,4647.28
9,Muraidih OCP,2026-08-10,4714.64,4405.65
9,Muraidih OCP,2026-08-11,4365.73,3932.27
9,Muraidih OCP,2026-08-12,4457.3,4230.3
9,Muraidih OCP,2026-08-13,4380.03,3893.28
9,Muraidih OCP,2026-08-14,3933.81,3421.97
9,Muraidih OCP,2026-08-15,4315.71,4059.03
9,Muraidih OCP,2026-08-16,3932.01,3654.34
9,Muraidih OCP,2026-08-17,3613.42,3354.94
9,Muraidih OCP,2026-08-18,4121.12,3928.56
9,Muraidih OCP,2026-08-19,4424.35,4146.23
9,Muraidih OCP,2026-08-20,4009.26,3741.8
9,Muraidih OCP,2026-08-21,4306.53,3999.21
9,Muraidih OCP,2026-08-22,3989.71,3677.14
9,Muraidih OCP,2026-08-23,4184.8,3998.74
9,Muraidih OCP,2026-08-24,4113.45,3755.51
9,Muraidih OCP,2026-08-25,4371.64,4094.64
9,Muraidih OCP,2026-08-26,4403.03,4201.03
9,Muraidih OCP,2026-08-27,3915.3,3640.43
9,Muraidih OCP,2026-08-28,4649.27,4332.94
9,Muraidih OCP,2026-08-29,4117.39,3662.98
9,Muraidih OCP,2026-08-30,4113.92,3590.45
9,Muraidih OCP,2026-08-31,4046.62,3847.79
9,Muraidih OCP,2026-09-01,4150.09,3875.0
9,Muraidih OCP,2026-09-02,3957.68,3397.49
9,Muraidih OCP,2026-09-03,4295.59,3949.16
9,Muraidih OCP,2026-09-04,4061.44,3819.2
9,Muraidih OCP,2026-09-05,4507.67,4375.25
9,Muraidih OCP,2026-09-06,3857.14,3581.87
9,Muraidih OCP,2026-09-07,4605.31,4342.77
9,Muraidih OCP,2026-09-08,4324.85,4022.07
9,Muraidih OCP,2026-09-09,4588.88,4447.35
9,Muraidih OCP,2026-09-10,4420.79,4140.68
9,Muraidih OCP,2026-09-11,4477.47,4259.39
9,Muraidih OCP,2026-09-12,4207.32,3917.57
9,Muraidih OCP,2026-09-13,3899.27,3727.31
9,Muraidih OCP,2026-09-14,4025.88,3712.88
9,Muraidih OCP,2026-09-15,3972.93,3705.93
9,Muraidih OCP,2026-09-16,3634.26,3371.33
9,Muraidih OCP,2026-09-17,4507.08,4136.56
9,Muraidih OCP,2026-09-18,4173.92,3849.56
9,Muraidih OCP,2026-09-19,3951.52,3489.08
9,Muraidih OCP,2026-09-20,4820.33,4503.85
9,Muraidih OCP,2026-09-21,4977.21,4745.22
